source,target
/webinar/state-of-mobile-shopping-apps-2021-webinar,https://yo.bitrise.io/state-of-mobile-shopping-apps-2021-webinar-registration.html
/thank-you/building-mobile-apps-at-scale-webinar,https://yo.bitrise.io/building-mobile-apps-at-scale-webinar-thankyou.html
/thank-you/japan-mobile-product-success-in-finance-report-2022,https://yo.bitrise.io/mobile-product-success-in-finance-report-2022-jp-thankyou.html
/m1-preregister,/platform/build-platform/apple-silicon
/hacktoberfest-2021,https://blog.bitrise.io/post/hacktoberfest-2021-at-bitrise-join-the-challenge-and-win-awesome-swag
/downloads/mobile-engineering-efficiency-gen2-report,https://yo.bitrise.io/gen2-velocity-benchmark-report-en-download.html
/thank-you/the-state-of-mobile-shopping-apps-in-2021-report,https://yo.bitrise.io/mobile-product-success-in-shopping-report-2021-thankyou.html
/customer-stories/zaim,/customer-stories
/thank-you/release-train-report,https://yo.bitrise.io/mobile-release-trains-report-thankyou.html
/thank-you/mobile-release-trains-japan-report,https://yo.bitrise.io/release-train-jp-thankyou.html
/thank-you/mobile-ci-after-jenkins-pdf,https://yo.bitrise.io/mobile-ci-after-jenkins-thankyou.html
/thank-you/mobile-ci-after-jenkins-6-lessons-jp-report,https://yo.bitrise.io/mobile-ci-after-jenkins-6-lessons-jp-thankyou.html
/thank-you/mobile-finance-and-banking-webinar-2020,https://yo.bitrise.io/mobile-finance-and-banking-webinar-2020-thankyou.html
/thank-you/the-state-of-flutter-development-in-2020-webinar,https://yo.bitrise.io/the-state-of-flutter-development-in-2020-thankyou.html
/customer-stories/savvy,/customer-stories
/thank-you/5-benefits-switching-from-jenkins-report,https://yo.bitrise.io/5-benefits-switching-from-jenkins-report-thankyou.html
/thank-you/the-state-of-flutter-japan,https://yo.bitrise.io/the-state-of-flutter-jp-thankyou.html
/customer-stories/buffer,/customer-stories
/customer-stories/timers,/customer-stories
/downloads/mobile-product-success-in-finance-2022-business-report,https://yo.bitrise.io/mobile-product-success-in-finance-report-2022-download.html
/thank-you/state-of-mobile-shopping-apps-2021-webinar,https://yo.bitrise.io/state-of-mobile-shopping-apps-2021-webinar-thankyou.html
/thank-you/code-freezes-in-mobile-shopping-whitepaper,https://yo.bitrise.io/code-freezes-in-mobile-shopping-thankyou.html
/thank-you/gen2-report-japan,https://yo.bitrise.io/mobile-engineering-efficiency-gen2-report-jp-thankyou.html
/thank-you/turning-your-real-world-app-into-an-app-clip,https://yo.bitrise.io/turning-your-real-world-app-into-an-app-clip-webinar-thankyou.html
/thank-you/jenkins-to-bitrise-with-recruit,https://yo.bitrise.io/jenkins-to-bitrise-with-recruit-jp-thankyou.html
/thank-you/swift-japan-2020,https://yo.bitrise.io/swift-2020-jp-thankyou.html
/thank-you/mobile-product-success-in-finance-banking-2022,https://yo.bitrise.io/mobile-product-success-in-finance-banking-2022-thankyou.html
/thank-you/the-state-of-swift-webinar-on-demand,https://yo.bitrise.io/the-state-of-swift-webinar-on-demand-thankyou.html
/customer-stories/careem,/customer-stories
/customer-stories/appaloosa,/customer-stories
/customer-stories/just-eat,/customer-stories
/customer-stories/hatenajp,/customer-stories
/customer-stories/mapbox,/customer-stories
/home,https://www.bitrise.io
/why/features/advanced-caching,https://yo.bitrise.io/advanced-caching.html
/learn/learn-mobile-devops-assessment,/resources/tools/mobile-devops-assessment
/events/try-swift-new-york-2023,/events
/bitrise-agent-3,/platform/devops/build-platform/bitrise-agent
/features/bitrise-deployment-features,/platform/mobile-devops
/community/experts-program,/
/blog/post/2-5x-faster-cache-steps-update-now,/blog
/why/features/pipelines,/platform/devops/pipeline
/features/cross-platform-features,/platform/mobile-devops
/features/pipelines,/platform/devops/pipeline
/why/technologies/virtualized-m1-environment1,/why/technologies/virtualized-m1-environment-old
/add-ons/mobile-test-reporting,/platform/devops/mobile-test-reporting
/community/bitrise-for-nonprofit,/solutions/nonprofit
/add-ons/deploy-with-bitrise-ship,/platform/release-management
/community/japanese-community-hub,https://discuss.bitrise.io/
/our-impact,/about/our-impact
/why/features/caching/buildandtestcaching/pipelines,/platform/devops/pipeline
/customer-stories/prolific-interactive,/customer-stories
/modas-hub-page,/learn-mobile-devops-assessment
/community/bitrise-user-groups,/
/book-demo,/demo
/blog/post/the-road-to-bitrise-an-interview-with-damien,/blog
/partnership,/integrations
/gartner-magic-quadrant-2023,/bitrise-named-in-gartner-magic-quadrant-2023
/old-home,/
/integrations-2,/integrations
/learn/mobile-devops-assessment,/resources/tools/mobile-devops-assessment
/migrating-from-buddybuild,/
/bitrise-vs-jenkins,/resources/compare/bitrise-vs-jenkins
/why/features/build-insights,/platform/devops/insights
/bitrise-insights,/platform/devops/insights
/enterprise-build-platform,/platform/devops/build-platform
/pricing-old,/pricing
/why/technologies/virtualized-m1-environment,/platform/build-platform/apple-silicon
/why/technologies/ionic-continuous-integration,/solutions/technologies/ionic
/quick-links-cheat-sheet,/resources/tools/quick-links
/why/audience/finance-banking,/solutions/finance
/performance-demo,/demo
/presskit,/press/kit
/why/features/mobile-build-caching-for-better-build-test-performance,/platform/build-cache
/why/technologies/react-native-continuous-integration,/solutions/technologies/react-native
/virtualized-m1-environment-old,/platform/build-platform/apple-silicon
/newsroom,/press
/why/technologies/ios-continuous-integration,/solutions/technologies/ios
/learn/podcast,/resources/podcast
/why/features/steps-and-workflows,/platform/devops/steps-and-workflows
/why/features/caching/build-and-test-caching/tuist,/blog/post/tuist-bitrise-build-cache-update
/bitrise-agent/aws,/platform/build-platform/bitrise-on-aws
/why/technologies/android-continuous-integration,/solutions/technologies/android
/why/features/continuous-integration,/platform/bitrise-ci
/why/features/automated-release-management-for-mobile,/platform/release-management
/why/features/caching/dependencycaching,/platform/devops/dependency-caching
/why/features/security,/platform/devops/security
/why/features/audit-log-connector,/platform/devops/audit-log-connector
/velocity-plan,/pricing
/why/technologies/flutter-continuous-integration,/solutions/technologies/flutter
/roi-demo,/demo
/why/features/caching/build-and-test-caching/bazel,platform/devops/build-caching/bazel
/why/features/pipeline,/platform/devops/pipeline
/bitrise-agent,/platform/devops/build-platform/bitrise-agent
/why/audience/shopping,/solutions/ecommerce
/why/technologies/cordova-continuous-integration,/solutions/technologies/cordova
/why/features/caching/gradle,/platform/devops/build-caching/gradle
/plans-pricing-2,/pricing
/why-bitrise,/
/comparing-cloud-based-and-self-hosted-ci-cd-solutions,/resources/compare/bitrise-vs-jenkins
/performance-demo-success,/book-demo-succes
/community/events,/resources/events
/roi-of-bitrise,/
/solutions-partner-program,/
/roi-demo-success,/book-demo-succes
/platform/caching/tuist,/blog/post/tuist-bitrise-build-cache-update
/zoom-post-attendee-page,/
/about-2,/about
/learn/whitepapers,/resources/whitepapers
/trial,/demo
/community/webinars,/resources/webinars
/state-of-mobile-shopping-2021-insights,/solutions/ecommerce
/contribute,/blog/contribute
/blog/post/2017-our-most-awesome-year-so-far,/blog
/blog/post/august-highlights,/blog
/blog/post/november-highlights-and-tidbits,/blog
/blog/post/october-highlights-2017,/blog
/blog/post/new-team-handling-features,/blog
/blog/post/march-highlights,/blog
/blog/post/september-ends-with-highlights,/blog
/blog/post/feature-request-friday-august-16-september-13,/blog
/blog/post/set-up-your-ionic-project-on-bitrise-in-5-mins-tops,/blog
/blog/post/bitrise-open-source-hall-of-fame-october-2018,/blog
/blog/post/february-highlights,/blog
/blog/post/pretty-little-updates,/blog
/blog/post/october-highlights-2018,/blog
/blog/post/small-but-useful-enhancements,/blog
/blog/post/the-new-workflow-system,/blog
/blog/post/july-highlights,/blog
/blog/post/may-highlights,/blog
/blog/post/weekly-community-roundup-june-4-11,/blog
/blog/post/weekly-community-roundup-may-6-13,/blog
/blog/post/use-the-same-files-for-any-builds,/blog
/blog/post/weekly-community-roundup-october-16-24,/blog
/blog/post/weekly-community-roundup-july-3-10,/blog
/blog/post/weekly-community-roundup-october-24-30,/blog
/blog/post/weekly-community-roundup-february-15-march-4,/blog
/blog/post/weekly-community-roundup-may-20-28,/blog
/blog/post/weekly-community-roundup-may-28-june-4,/blog
/blog/post/weekly-community-roundup-april-23-29,/blog
/blog/post/weekly-community-roundup-april-1-8,/blog
/blog/post/weekly-community-roundup-august-7-14,/blog
/blog/post/weekly-community-roundup-july-17-24,/blog
/blog/post/weekly-community-roundup-october-3-9,/blog
/blog/post/a-better-pricing-for-you,/blog
/blog/post/a-tech-startup-in-london,/blog
/blog/post/android-could-not-find-appcompat-v7-how-to-update-preinstalled-packages,/blog
/blog/post/advanced-build-filtering,/blog
/blog/post/bitrise-in-2019-a-roadmap-preview,/blog
/blog/post/bitrise-trace-top5-features-jp,/blog
/blog/post/bitrise-contributor-hall-of-fame-january,/blog
/blog/post/bitrise-is-coming-back-to-san-francisco,/blog
/blog/post/auto-cancel-builds-and-keep-rolling,/blog
/blog/post/add-an-app-icon-with-the-project-scanner,/blog
/blog/post/benefits-of-migrating-your-app-to-cloud-ci,/blog
/blog/post/bitrise-redesign-bitbot-and-purr-request-in-the-making,/blog
/blog/post/all-the-webhooks-you-need,/blog
/blog/post/feature-request-friday-april-12-26,/blog
/blog/post/feature-request-friday-april-26-may-17,/blog
/blog/post/bitrise-is-one-of-this-years-how-to-web-startup-spotlight-finalists,/blog
/blog/post/the-new-year-together,/blog
/blog/post/finally-build-your-android-projects-on-bitrise,/blog
/blog/post/feature-request-friday-june-7-28,/blog
/blog/post/introducing-the-bitrise-writers-program,/blog
/blog/post/update-on-our-events-and-travel-policy,/blog
/blog/post/2020-online-bitrise-summer-events,/blog
/blog/post/weekly-community-roundup-august-14-26,/blog
/blog/post/weekly-community-roundup-january-28-february-4,/blog
/blog/post/4-things-to-remember-when-upgrading-a-production-virtual-machine,/blog
/blog/post/weekly-community-roundup-february-11-18,/blog
/blog/post/weekly-community-roundup-july-24-31,/blog
/blog/post/a-beginning-of-many-meetups-at-bitrise,/blog
/blog/post/auto-cancel-running-builds-too-if-needed,/blog
/blog/post/are-your-code-signing-files-okay,/blog
/blog/post/486-releases-in-14-weeks,/blog
/blog/post/bitrise-raises-3-2-million-in-series-a-funding,/blog
/blog/post/all-about-learning-culture-at-bitrise,/blog
/blog/post/5-key-takeaways-from-flutter-engage-2021,/blog
/blog/post/ad-hoc-reports-from-github-in-fsharp,/blog
/blog/post/add-a-webhook-automatically-to-your-app-whenever,/blog
/blog/post/end-of-summer-tweaks,/blog
/blog/post/countdown-to-tokyo,/blog
/blog/post/continuous-integration-on-bitrise-for-android,/blog
/blog/post/extra-minutes-on-hobby-plan,/blog
/blog/post/code-freeze-in-mobile-shopping-whitepaper,/blog
/blog/post/august-highlights-2017,/blog
/blog/post/june-highlights-redesign-to-the-power-of-two,/blog
/blog/post/november-highlights,/blog
/blog/post/feature-request-friday-june-28-july-19,/blog
/blog/post/feature-request-friday-february-15-march-1,/blog
/blog/post/bitrise-contributor-hall-of-fame-march-2019,/blog
/blog/post/feature-request-friday-march-29-april-12,/blog
/blog/post/meet-us-in-singapore,/blog
/blog/post/weekly-community-roundup-january-14-21,/blog
/blog/post/weekly-community-roundup-may-13-20,/blog
/blog/post/weekly-community-roundup-june-18-26,/blog
/blog/post/weekly-community-roundup-november-6-14,/blog
/blog/post/weekly-community-roundup-june-11-18,/blog
/blog/post/weekly-community-roundup-october-9-16,/blog
/blog/post/weekly-community-roundup-october-30-november-6,/blog
/blog/post/add-a-new-app-to-bitrise-from-the-terminal,/blog
/blog/post/be-our-guest-blogger,/blog
/blog/post/bitrise-is-coming-back-to-tokyo,/blog
/blog/post/announcing-status-images,/blog
/blog/post/bitrise-data-workshops-in-budapest-apply-now,/blog
/blog/post/bitrise-contributor-hall-of-fame-november-2018,/blog
/blog/post/5-summer-reads-for-mobile-startups,/blog
/blog/post/add-a-plus-layer-of-security-to-your-bitrise-account,/blog
/blog/post/community-roundup-december-7-january-15,/blog
/blog/post/bitrise-user-group-2,/blog
/blog/post/covid-research-jp,/blog
/blog/post/deploy-with-bitrise-ship-open-beta,/blog
/blog/post/droids-on-roids-how-to-connect-physical-devices-to-bitriseio,/blog
/blog/post/building-a-swift-open-source-project-on-bitrise,/blog
/blog/post/business-continuity-at-bitrise-during-covid-19,/blog
/blog/post/concurrencies-vs-credits-what-it-means-for-customers-switching-to-teams-jp,/blog
/blog/post/disable-and-trigger-scheduled-builds-on-demand,/blog
/blog/post/bitrise-user-groups-6-getting-started-on-bitrise-ios-android-flutter,/blog
/blog/post/build-pipeline-release-your-web-and-mobile-app-at-the-push-of-a-button,/blog
/blog/post/bug-4-ios-edition-recap,/blog
/blog/post/cocoapods-issue-and-fix-with-xcode-8,/blog
/blog/post/deletable-log-builds-and-github-style-app-names,/blog
/blog/post/do-more-with-triggers,/blog
/blog/post/covid-research,/blog
/blog/post/bitrise-user-group-tokyo,/blog
/blog/post/booyah-our-command-line-interface-just-got-its-own-landing-page,/blog
/blog/post/deep-dive-trace,/blog
/blog/post/bitrise-xcode-stacks-come-with-android-tools-installed,/blog
/blog/post/build-notification-emails-are-cooler-than-ever,/blog
/blog/post/changes-to-bitrise-covid-19-support,/blog
/blog/post/feature-request-friday-february-1-15,/blog
/blog/post/how-to-migrate-your-ios-apps-from-travis-to-bitrise-jp,/blog
/blog/post/growth-customer-sucess-interview,/blog
/blog/post/here-comes-the-new-stack,/blog
/blog/post/handle-your-bitrise-tokens-more-easily,/blog
/blog/post/feature-request-friday-july-19-august-16,/blog
/blog/post/gifs-make-everything-better,/blog
/blog/post/feature-request-friday-may-17-june-7,/blog
/blog/post/how-can-you-become-a-bitrise-expert,/blog
/blog/post/feature-request-friday-march-1-29,/blog
/blog/post/images-in-build-artifacts,/blog
/blog/post/happy-holidays-2018,/blog
/blog/post/hoverfly-and-bitrise-ios-ui-testing-video-tutorial,/blog
/blog/post/fan-out-parallel-tests-test-reports-a-bitrise-deep-dive-webinar,/blog
/blog/post/farewell-2018-you-were-great,/blog
/blog/post/hello-gdpr-please-re-subscribe,/blog
/blog/post/how-to-create-bitrise-step-in-go-flutter-example,/blog
/blog/post/happy-holidays,/blog
/blog/post/how-we-lead-at-bitrise,/blog
/blog/post/introducing-bitrise-checks-on-github,/blog
/blog/post/faster-builds-on-ssd-disks,/blog
/blog/post/help-us-localize-to-japanese-and-get-a-t-shirt,/blog
/blog/post/how-mobile-devops-practices-improve-your-apps,/blog
/blog/post/how-bots-saved-my-ios-life,/blog
/blog/post/fully-automated-continuous-deployment-on-android-with-bitrise,/blog
/blog/post/hello-hacktoberfest,/blog
/blog/post/how-to-debug-your-build-locally,/blog
/blog/post/how-to-experiment-with-bitrise-configs-locally-on-your-maclinux,/blog
/blog/post/infrastructure-engineering-in-a-hyper-growth-environment,/blog
/blog/post/lets-move-to-the-new-stack,/blog
/blog/post/meet-us-at-droidcon-berlin,/blog
/blog/post/spend-30-50-percent-less-time-waiting-for-builds-jp,/blog
/blog/post/manage-your-dev-team-like-a-boss-through-the-all-new-organizations,/blog
/blog/post/saml-sso-and-manual-approve-for-pr-builds-landed-on-bitrise,/blog
/blog/post/schedule-those-builds,/blog
/blog/post/meet-us-in-paris,/blog
/blog/post/roundup-the-first-bitrise-company-retreat,/blog
/blog/post/our-account-security-got-even-stronger,/blog
/blog/post/ios-code-signing-a-new-method,/blog
/blog/post/smarter-slack-step,/blog
/blog/post/introducing-fastlane-on-bitrise,/blog
/blog/post/join-us-at-kobiton-odyssey-2021,/blog
/blog/post/meet-us-in-southeast-asia,/blog
/blog/post/qiita-engineer-festa-recap-jp,/blog
/blog/post/introducing-create-zip-step,/blog
/blog/post/introducing-full-cross-platform-support,/blog
/blog/post/meet-us-at-hacking-with-swift-live,/blog
/blog/post/now-is-the-time-to-migrate-from-buddybuild-to-bitrise,/blog
/blog/post/outgoing-webhooks,/blog
/blog/post/meet-us-at-the-web-summit-lisbon-2018,/blog
/blog/post/september-highlights,/blog
/blog/post/iosdc-2019,/blog
/blog/post/set-expiry-date-for-your-tokens,/blog
/blog/post/stack-deprecations-coming-up-october-31,/blog
/blog/post/ios-auto-provision-supports-projects-using-xcodes-automatically-manage-signing-option,/blog
/blog/post/one-ios-app-multiple-configurations,/blog
/blog/post/podcast-with-marcos-griselli,/blog
/blog/post/unofficial-bitrise-clients-for-android,/blog
/blog/post/weekly-community-roundup-april-29-may-6,/blog
/blog/post/tenacious-env-vars,/blog
/blog/post/the-cool-new-test-reports-feature-on-bitrise-is-here,/blog
/blog/post/we-will-protect-your-secrets-with-the-new-sensitive-inputs,/blog
/blog/post/tokyo-cicd-test-night-the-week-after,/blog
/blog/post/weekly-community-roundup-january-21-28,/blog
/blog/post/step-source-env-var-and-update-command-in-cli,/blog
/blog/post/test-just-a-library,/blog
/blog/post/tunein-radio-why-we-migrated-to-bitrise-cicd,/blog
/blog/post/upload-your-ios-code-signing-files-automatically,/blog
/blog/post/weekly-community-roundup-february-18-25,/blog
/blog/post/weekly-community-roundup-august-26-september-4,/blog
/blog/post/temporary-rollback-from-ubuntu-1804-to-1604,/blog
/blog/post/tips-tricks-for-swift-developers-in-2020,/blog
/blog/post/view-json-and-csv-files-in-artifacts,/blog
/blog/post/volunteer-life-at-bitrise,/blog
/blog/post/weekly-community-roundup-july-10-17,/blog
/blog/post/weekly-community-roundup-june-26-july-3,/blog
/blog/post/update-mac-infrastructure-queues-march-2019,/blog
/blog/post/use-xcode-10-final-on-bitrise,/blog
/blog/post/weekly-community-roundup-july-31-august-7,/blog
/blog/post/the-new-devcenter-has-finally-arrived,/blog
/blog/post/try-deploygate-on-bitrise-and-share-your-app-with-testers-at-once,/blog
/blog/post/weekly-community-roundup-april-8-15,/blog
/blog/post/the-first-six-months-what-its-like-to-work-at-bitrise,/blog
/blog/post/weekly-community-roundup-april-15-23,/blog
/blog/post/take-your-mobile-monitoring-to-the-next-level-jp,/blog
/blog/post/test-a-pr-manually-before-merging-it,/blog
/blog/post/trigger-a-build-from-slack-now-with-custom-environment-variables,/blog
/blog/post/working-copy-with-bitrise,/blog
/blog/post/weekly-community-roundup-november-14-december-6,/blog
/blog/post/you-are-in-good-company,/blog
/blog/post/anyone-even-prs-can-have-secrets,/blog
/blog/post/weekly-community-roundup-september-18-october-3,/blog
/blog/post/win-one-of-the-50-limited-edition-bitrise-t-shirts,/blog
/blog/post/appaloosas-integration-just-got-a-verified-step-badge,/blog
/blog/post/april-highlights,/blog
/blog/post/weekly-community-roundup-september-11-18,/blog
/blog/post/xamarin-users-rejoice,/blog
/blog/post/weekly-community-roundup-march-25-april-1,/blog
/blog/post/were-going-to-try-swift-nyc,/blog
/blog/post/app-slugs-for-better-email-notifications,/blog
/blog/post/app-store-connect-2fa-solved-on-bitrise,/blog
/blog/post/weekly-community-roundup-march-11-18,/blog
/blog/post/bitrise-in-2020-roundup,/blog
/blog/post/better-performance-with-ux-and-build-details-page-improvements-on-bitrise,/blog
/blog/post/yoyo-wallet-shipping-fast-and-frequently-with-bitrise,/blog
/blog/post/working-with-general-image-recognition-apis,/blog
/blog/post/weekly-vritual-machine-stack-updates-now-on-discuss,/blog
/blog/post/were-coming-to-tokyo,/blog
/blog/post/xcode-stack-deprecations-coming-up-january-11-2020,/blog
/blog/post/were-back-from-how-to-web,/blog
/blog/post/5-tips-to-help-you-identify-and-fix-open-source-vulnerabilities,/blog
/blog/post/weekly-community-roundup-march-18-25,/blog
/blog/post/weekly-community-roundup-september-4-11,/blog
/blog/post/xamarin-ci-with-bitrise-tutorial-part-3-deploy,/blog
/blog/post/add-awesome-avatars-for-profiles-and-organizations,/blog
/blog/post/build-pipelines-all-your-questions-answered-part-1,/blog
/blog/post/community-roundup-september,/blog
/blog/post/hiring-our-first-developer-advocate,/blog
/blog/post/how-to-trigger-a-bitrise-build-from-hipchat-using-a-google-cloud-function,/blog
/blog/post/community-roundup-april,/blog
/blog/post/community-roundup-may-15-june-15,/blog
/blog/post/community-roundup-june-16-july-3,/blog
/blog/post/community-roundup-march-6-31,/blog
